172.87263,275.90209,221.97817,186.29526,1.00000,1.00000,1.00000,1.00000,1.00000,248.85324,1.00000,191.46843,134.60035,207.29693,1.00000,1.00000,1.00000,143.28501,1.00000,211.60550,1.00000,1.00000,232.51491,1.00000
181.47741,155.72213,239.24011,185.84356,1.00000,1.00000,1.00000,1.00000,1.00000,172.53923,1.00000,217.07153,97.73682,164.17944,1.00000,1.00000,1.00000,115.57726,1.00000,264.74837,1.00000,1.00000,270.60586,1.00000
213.42193,104.49983,300.00000,164.93412,1.00000,1.00000,1.00000,1.00000,1.00000,228.09802,1.00000,278.15984,67.33168,159.87603,1.00000,1.00000,1.00000,126.13779,1.00000,178.06626,1.00000,1.00000,135.84120,1.00000
179.31028,179.81947,208.56007,201.05693,1.00000,1.00000,1.00000,1.00000,1.00000,241.41896,1.00000,165.69874,129.86589,236.74162,1.00000,1.00000,1.00000,136.66580,1.00000,247.56263,1.00000,1.00000,217.97509,1.00000
156.51759,177.43895,248.81089,238.46061,1.00000,1.00000,1.00000,1.00000,1.00000,160.44777,1.00000,210.53375,91.18261,177.63019,1.00000,1.00000,1.00000,115.71900,1.00000,216.28886,1.00000,1.00000,101.47027,1.00000
164.62223,208.30121,253.25992,179.88084,1.00000,1.00000,1.00000,1.00000,1.00000,188.84674,1.00000,248.70555,117.44780,231.45839,1.00000,1.00000,1.00000,212.46745,1.00000,257.57164,1.00000,1.00000,211.83568,1.00000
161.86974,300.00000,169.64275,246.39582,1.00000,1.00000,1.00000,1.00000,1.00000,223.25825,1.00000,261.78521,100.34971,199.40956,1.00000,1.00000,1.00000,219.21714,1.00000,164.93973,1.00000,1.00000,200.98183,1.00000
193.49163,84.10619,250.92770,213.48687,1.00000,1.00000,1.00000,1.00000,1.00000,284.03688,1.00000,147.70632,99.08284,264.85280,1.00000,1.00000,1.00000,43.22953,1.00000,229.67666,1.00000,1.00000,276.30767,1.00000
163.71868,205.60554,291.38832,156.79502,1.00000,1.00000,1.00000,1.00000,1.00000,191.92752,1.00000,234.38032,72.24280,200.73923,1.00000,1.00000,1.00000,166.51852,1.00000,285.69282,1.00000,1.00000,222.97619,1.00000
233.62454,185.93312,300.00000,80.86832,1.00000,1.00000,1.00000,1.00000,1.00000,197.26477,1.00000,220.60684,77.81773,122.16627,1.00000,1.00000,1.00000,223.95765,1.00000,220.74646,1.00000,1.00000,247.43961,1.00000
202.20109,165.17240,266.98264,208.34284,1.00000,1.00000,1.00000,1.00000,1.00000,165.00334,1.00000,154.30067,136.10884,215.68809,1.00000,1.00000,1.00000,240.78801,1.00000,283.66605,1.00000,1.00000,187.69692,1.00000
242.81817,186.18010,232.58013,218.78064,1.00000,1.00000,1.00000,1.00000,1.00000,137.70793,1.00000,263.90838,153.52766,168.84418,1.00000,1.00000,1.00000,34.06212,1.00000,277.24913,1.00000,1.00000,235.82811,1.00000
192.96168,146.54215,258.30121,177.61448,1.00000,1.00000,1.00000,1.00000,1.00000,262.02941,1.00000,256.03353,107.92683,204.91639,1.00000,1.00000,1.00000,1.00000,1.00000,252.67021,1.00000,1.00000,269.11648,1.00000
193.67509,149.55793,240.75297,300.00000,1.00000,1.00000,1.00000,1.00000,1.00000,265.28539,1.00000,224.21333,156.53723,273.28770,1.00000,1.00000,1.00000,300.00000,1.00000,243.36545,1.00000,1.00000,200.23097,1.00000
145.45492,66.57358,236.62909,180.30520,1.00000,1.00000,1.00000,1.00000,1.00000,202.29065,1.00000,211.52954,204.62302,255.66049,1.00000,1.00000,1.00000,186.45809,1.00000,183.38155,1.00000,1.00000,90.32052,1.00000
239.82919,263.90741,280.95117,184.38380,1.00000,1.00000,1.00000,1.00000,1.00000,146.46533,1.00000,192.47529,81.94677,224.80022,1.00000,1.00000,1.00000,159.68717,1.00000,234.59033,1.00000,1.00000,206.72264,1.00000
129.68122,164.75893,294.17100,224.47079,1.00000,1.00000,1.00000,1.00000,1.00000,177.80763,1.00000,234.47332,208.58363,262.33868,1.00000,1.00000,1.00000,206.41323,1.00000,213.11523,1.00000,1.00000,219.09597,1.00000
218.32657,68.49915,282.17680,223.39910,1.00000,1.00000,1.00000,1.00000,1.00000,273.18965,1.00000,280.14169,1.00000,80.66465,1.00000,1.00000,1.00000,276.43889,1.00000,284.44254,1.00000,1.00000,142.02469,1.00000
258.01329,294.03709,238.35660,270.48985,1.00000,1.00000,1.00000,1.00000,1.00000,204.78085,1.00000,168.72183,168.34013,198.39425,1.00000,1.00000,1.00000,139.78397,1.00000,205.64269,1.00000,1.00000,243.96430,1.00000
205.44329,277.82172,251.48669,166.35356,1.00000,1.00000,1.00000,1.00000,1.00000,184.34516,1.00000,248.98378,160.68701,151.13530,1.00000,1.00000,1.00000,114.72492,1.00000,233.91349,1.00000,1.00000,127.13863,1.00000
203.77105,291.35602,247.63823,213.35871,1.00000,1.00000,1.00000,1.00000,1.00000,280.60882,1.00000,237.47289,112.19837,175.10208,1.00000,1.00000,1.00000,100.76688,1.00000,222.69666,1.00000,1.00000,200.84151,1.00000
163.98698,71.93534,300.00000,224.06058,1.00000,1.00000,1.00000,1.00000,1.00000,231.64062,1.00000,210.40418,198.47763,177.33885,1.00000,1.00000,1.00000,126.44843,1.00000,206.01375,1.00000,1.00000,167.37014,1.00000
210.34209,1.00000,268.12060,199.85896,1.00000,1.00000,1.00000,1.00000,1.00000,300.00000,1.00000,192.20105,167.69179,170.07999,1.00000,1.00000,1.00000,149.17022,1.00000,249.31817,1.00000,1.00000,181.31671,1.00000
160.90209,85.61395,285.37265,300.00000,1.00000,1.00000,1.00000,1.00000,1.00000,238.69681,1.00000,260.57862,195.78538,240.05524,1.00000,1.00000,1.00000,1.00000,1.00000,237.95036,1.00000,1.00000,229.81447,1.00000
99.75073,228.01029,261.46910,233.05582,1.00000,1.00000,1.00000,1.00000,1.00000,169.89342,1.00000,200.90950,121.25533,197.24957,1.00000,1.00000,1.00000,257.66722,1.00000,227.44130,1.00000,1.00000,144.37495,1.00000
168.89146,261.14283,300.00000,141.45003,1.00000,1.00000,1.00000,1.00000,1.00000,173.12766,1.00000,179.77522,155.08702,214.87568,1.00000,1.00000,1.00000,271.50882,1.00000,257.65333,1.00000,1.00000,107.04428,1.00000
196.06321,273.18863,300.00000,156.93653,1.00000,1.00000,1.00000,1.00000,1.00000,200.33628,1.00000,224.28104,181.89401,156.87521,1.00000,1.00000,1.00000,128.33783,1.00000,233.65826,1.00000,1.00000,221.14501,1.00000
152.21483,161.31139,222.17651,167.33172,1.00000,1.00000,1.00000,1.00000,1.00000,233.23530,1.00000,274.58125,269.82885,228.24929,1.00000,1.00000,1.00000,154.36223,1.00000,236.47512,1.00000,1.00000,134.68962,1.00000
198.32095,225.75092,242.57497,299.02957,1.00000,1.00000,1.00000,1.00000,1.00000,257.16045,1.00000,269.41759,179.38886,242.82862,1.00000,1.00000,1.00000,218.89487,1.00000,244.45860,1.00000,1.00000,273.47463,1.00000
200.12362,235.41261,230.07751,208.90384,1.00000,1.00000,1.00000,1.00000,1.00000,216.28934,1.00000,257.86368,188.15261,229.98558,1.00000,1.00000,1.00000,181.45576,1.00000,229.93559,1.00000,1.00000,194.02503,1.00000
208.22358,114.91501,300.00000,149.21525,1.00000,1.00000,1.00000,1.00000,1.00000,123.70713,1.00000,218.31091,157.55225,267.90440,1.00000,1.00000,1.00000,154.13330,1.00000,281.13214,1.00000,1.00000,237.41134,1.00000
219.83318,249.29370,300.00000,118.53835,1.00000,1.00000,1.00000,1.00000,1.00000,277.80042,1.00000,192.75164,160.28679,182.22052,1.00000,1.00000,1.00000,223.80777,1.00000,177.81093,1.00000,1.00000,228.25284,1.00000
162.21292,184.57559,300.00000,242.97797,1.00000,1.00000,1.00000,1.00000,1.00000,213.04346,1.00000,190.82664,62.02575,208.98709,1.00000,1.00000,1.00000,172.80797,1.00000,240.36809,1.00000,1.00000,192.69526,1.00000
232.54186,190.20737,300.00000,160.55710,1.00000,1.00000,1.00000,1.00000,1.00000,245.37894,1.00000,210.31273,232.82965,244.52595,1.00000,1.00000,1.00000,96.56612,1.00000,255.76167,1.00000,1.00000,234.91504,1.00000
