4.442188240622613193e+01,5.518618515310924266e+01,3.587292663190685715e+01,5.096922551059912365e+01,2.660257345736459911e+01,2.921300669948479012e+01,3.454774784792708431e+01,5.223071023753507802e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.236527180979440033e+01,3.308762275905215233e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.334968666418557248e+01,2.259086290218118265e+01,3.899006141647410573e+01,3.782970702059110124e+01,2.149816328406044263e+01,4.507168090860903220e+01
3.047259143214352051e+01,2.799092577329786380e+01,4.207178761422098745e+01,5.584301048876514528e+01,3.541908485194775125e+01,2.293709312418648594e+01,4.019936502442080695e+01,5.380661362593534847e+01,3.002077982852364002e+01,2.437134352071405274e+01
2.873892263638713018e+01,2.834116756716124641e+01,4.692065663481223936e+01,0.000000000000000000e+00,2.226255320497698165e+01,4.087514111800655314e+01,4.213325247827871323e+01,5.375051931096930957e+01,4.255341431387147111e+01,0.000000000000000000e+00
5.987331119036662130e+01,0.000000000000000000e+00,4.578742344151278587e+01,3.730631923586919640e+01,2.396663804086226790e+01,2.795196076905017435e+01,5.193981075923316126e+01,4.444049998677347446e+01,0.000000000000000000e+00,5.820297913478800922e+01
2.095997088019690580e+01,4.995690332524613098e+01,0.000000000000000000e+00,2.363136723923248894e+01,5.534903527007145385e+01,0.000000000000000000e+00,5.158725442768159297e+01,2.464118328083469223e+01,4.568797453742588743e+01,2.151749541903659235e+01
5.269986048479629659e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.876706691481277289e+01,2.536158394334468724e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.184474701604498392e+01,0.000000000000000000e+00,2.287885243344157971e+01
0.000000000000000000e+00,4.812961122064043451e+01,3.492538217963738134e+01,4.315767302568789887e+01,4.088275644732968317e+01,4.559442743296927603e+01,4.947784481500998766e+01,2.505112853591867506e+01,0.000000000000000000e+00,4.008974711360899335e+01
2.307739029135268538e+01,0.000000000000000000e+00,5.266750596756641301e+01,4.364855622842177496e+01,0.000000000000000000e+00,5.331160417949819674e+01,5.649359169008796755e+01,2.300914060538488926e+01,0.000000000000000000e+00,2.192953877709225097e+01
4.767686788158997757e+01,5.877251938812537446e+01,2.216278930170409467e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.055542510386967692e+01,5.058117818233969842e+01,3.782213034860490097e+01,2.083163014861928630e+01
