128.74046,1.00000,1.00000,296.10500,351.95887,305.75128,138.41764,1.00000,163.09190,237.70935,1.00000,106.27399,1.00000,239.10149,127.96191,167.98523,128.80997,1.00000,18.40735,108.28319,1.00000,122.23109,236.30935,213.92008,1.00000,1.00000,1.00000,217.59027,355.32512,136.54326,198.81462,120.09455,154.94331,138.34309,81.91779,125.53131,81.05065,1.00000,1.00000,95.94003,182.05660,158.24614,1.00000,159.87537,1.00000,424.39927,1.00000,292.98542,134.03177,107.22763,148.05864,187.17513,163.12924,148.05922,128.25735,268.64974,1.00000,1.00000,115.93272,224.16176
225.54653,1.00000,1.00000,224.73090,172.49338,254.96913,116.70374,1.00000,234.51807,311.67597,1.00000,120.95274,1.00000,298.21812,104.11608,214.02830,295.11694,1.00000,293.64966,126.81629,1.00000,186.18058,204.30931,334.61555,1.00000,1.00000,1.00000,165.71780,346.48282,77.93881,178.11117,49.93562,141.75300,194.44306,124.09661,156.22523,192.14152,1.00000,1.00000,82.23010,193.98516,117.99365,1.00000,63.12317,1.00000,312.81172,1.00000,209.29828,167.77490,82.29988,198.52813,206.50072,73.37726,262.41159,92.32018,234.96766,1.00000,1.00000,70.57834,223.76741
112.94192,1.00000,1.00000,144.45659,167.05560,204.33317,48.73301,1.00000,285.07618,334.76613,1.00000,100.11639,1.00000,279.74592,107.92295,226.26226,196.11127,1.00000,302.07667,54.33923,1.00000,267.36931,163.32866,128.17057,1.00000,1.00000,1.00000,193.04032,214.77294,93.53917,342.88834,102.19436,224.65301,193.99417,114.91895,154.37237,175.79213,1.00000,1.00000,123.04895,128.87994,177.01538,1.00000,133.49034,1.00000,288.92657,1.00000,259.23228,185.04566,166.88650,151.01276,150.23854,206.67835,202.55436,152.67270,287.11396,1.00000,1.00000,94.33695,318.78125
129.59328,1.00000,1.00000,312.12626,296.58243,336.54795,126.88647,1.00000,250.50695,271.58766,1.00000,80.29459,1.00000,129.09702,86.53386,90.61846,186.80905,1.00000,218.14193,127.59070,1.00000,279.56636,221.95976,221.23636,1.00000,1.00000,1.00000,244.10971,310.07412,113.37728,256.58211,151.66894,99.44187,67.48049,41.23682,102.10913,275.90642,1.00000,1.00000,85.73270,62.06058,76.98367,1.00000,190.85515,1.00000,193.88631,1.00000,193.95806,89.34395,151.77648,194.91347,214.60511,161.38879,150.07147,122.13957,254.46049,1.00000,1.00000,143.86297,212.69269
131.02822,1.00000,1.00000,161.24263,310.01908,240.38156,102.96995,1.00000,198.49004,444.71814,1.00000,124.16697,1.00000,279.73094,139.38510,136.78585,291.40101,1.00000,267.61144,95.68949,1.00000,131.48450,297.11414,275.89413,1.00000,1.00000,1.00000,159.40529,329.21604,137.57685,183.14513,141.70348,100.37617,70.03589,119.02144,129.81566,246.02014,1.00000,1.00000,40.62605,221.52322,172.09351,1.00000,160.50132,1.00000,315.15616,1.00000,213.32547,137.75965,164.39974,186.48306,134.43330,156.55711,203.90796,127.34716,351.22415,1.00000,1.00000,163.24361,271.18436
83.06527,1.00000,1.00000,377.46723,311.43501,346.32297,111.40168,1.00000,167.95444,477.97027,1.00000,62.50262,1.00000,252.67508,167.75990,127.02028,277.98352,1.00000,296.96567,97.73443,1.00000,239.03368,386.33877,167.36382,1.00000,1.00000,1.00000,179.17187,293.36652,90.63698,235.37167,136.19684,132.78260,132.25645,131.19771,123.20692,149.40623,1.00000,1.00000,104.91202,200.85677,125.60654,1.00000,253.49790,1.00000,257.70383,1.00000,147.40376,106.55564,99.63198,213.52823,184.30770,138.92375,191.23539,161.17570,234.52826,1.00000,1.00000,94.94865,261.63940
92.16568,1.00000,1.00000,223.06599,349.90511,261.21231,138.16301,1.00000,186.33066,403.19744,1.00000,95.10186,1.00000,206.27193,114.07453,293.42877,361.00883,1.00000,327.18882,131.57444,1.00000,312.73240,221.61985,321.48132,1.00000,1.00000,1.00000,206.24434,335.42051,113.65712,211.30296,120.10492,191.25146,186.68962,88.99924,122.33438,137.76449,1.00000,1.00000,108.01121,174.68795,157.65670,1.00000,87.86862,1.00000,367.02177,1.00000,371.58401,99.37002,102.90390,162.62265,169.25823,203.94749,153.91628,145.73449,250.72401,1.00000,1.00000,94.35978,178.40496
135.36291,1.00000,1.00000,236.26909,264.52602,217.34654,156.53846,1.00000,201.61193,199.19059,1.00000,141.11510,1.00000,206.84581,70.32687,187.43640,239.15081,1.00000,232.84817,124.52127,1.00000,285.76387,191.81206,204.77416,1.00000,1.00000,1.00000,202.06819,491.77589,140.55185,232.98810,148.10381,151.82132,110.79875,100.79876,142.46730,145.60254,1.00000,1.00000,125.90364,231.32177,153.51470,1.00000,120.68458,1.00000,199.02415,1.00000,313.11647,192.19290,102.23644,254.21774,185.85924,141.10749,223.49418,140.28754,305.22321,1.00000,1.00000,116.63470,229.93854
73.60050,1.00000,1.00000,380.77107,221.36475,226.03776,168.26685,1.00000,274.59727,432.87316,1.00000,127.07145,1.00000,372.33021,120.95437,159.64099,191.41106,1.00000,238.41811,140.29330,1.00000,266.11875,147.53431,163.08250,1.00000,1.00000,1.00000,275.75669,314.62795,77.28966,211.29236,63.40062,125.49533,83.37194,154.28774,88.78509,82.73909,1.00000,1.00000,83.35493,178.33920,144.90270,1.00000,121.22907,1.00000,318.79132,1.00000,338.62541,129.50921,127.90067,224.28616,188.95977,211.17177,152.28718,93.18130,214.92028,1.00000,1.00000,116.76704,335.52128
128.74627,1.00000,1.00000,266.96143,270.24295,189.50457,199.87999,1.00000,139.79589,300.84960,1.00000,139.85051,1.00000,406.18725,107.63773,186.05582,179.43137,1.00000,268.48138,132.36104,1.00000,290.95734,206.55359,260.02727,1.00000,1.00000,1.00000,193.56765,245.55200,134.64733,168.65564,107.61566,140.13886,137.93978,100.22460,138.44197,184.19714,1.00000,1.00000,89.55242,183.76079,151.45435,1.00000,125.37206,1.00000,252.67081,1.00000,311.15397,133.39855,100.55765,198.53589,129.76149,137.54512,127.02696,139.41878,202.80819,1.00000,1.00000,129.64005,231.05069
149.01714,1.00000,1.00000,350.88836,242.94509,263.27412,218.64781,1.00000,223.93633,170.02251,1.00000,78.33095,1.00000,147.82179,104.75354,142.88338,140.80659,1.00000,253.40042,106.32197,1.00000,272.87754,233.98187,304.16585,1.00000,1.00000,1.00000,152.06629,204.62629,68.46409,281.95207,114.99469,137.81648,144.29566,144.84069,129.94920,158.46598,1.00000,1.00000,115.10323,186.85564,177.00493,1.00000,147.10955,1.00000,331.71164,1.00000,194.05539,84.93316,83.70011,211.47891,129.71778,147.23884,98.88405,76.04107,184.80224,1.00000,1.00000,123.93341,290.89134
172.11005,1.00000,1.00000,263.66017,360.51592,367.90511,172.41901,1.00000,158.80465,195.11297,1.00000,90.81435,1.00000,397.56045,114.49531,284.21892,192.42272,1.00000,193.04209,92.39977,1.00000,277.93105,259.43770,256.38773,1.00000,1.00000,1.00000,155.58538,307.73685,76.65169,217.38367,104.97457,187.22856,131.30341,100.83861,34.19335,209.74723,1.00000,1.00000,97.38660,240.61912,219.56126,1.00000,167.55069,1.00000,347.17768,1.00000,330.23252,165.80007,76.82686,153.86913,143.33552,166.76606,282.21613,136.38885,219.08677,1.00000,1.00000,98.49451,189.15458
118.89387,1.00000,1.00000,250.24696,204.02358,275.31562,133.85749,1.00000,206.82532,340.66499,1.00000,83.29489,1.00000,202.86775,73.56558,164.56470,200.46580,1.00000,327.22527,143.22764,1.00000,356.06450,106.03127,318.20317,1.00000,1.00000,1.00000,157.11998,304.82309,48.02916,164.95727,141.70841,274.78193,129.22367,109.97758,136.24064,212.39363,1.00000,1.00000,72.61309,153.29211,115.29837,1.00000,172.32806,1.00000,343.95594,1.00000,294.81504,137.57109,114.12230,137.98495,212.65848,175.51270,216.05801,151.90989,201.52383,1.00000,1.00000,115.13972,383.79989
117.27756,1.00000,1.00000,258.69519,270.86358,262.88179,148.14511,1.00000,72.88935,266.76554,1.00000,126.90083,1.00000,258.33865,114.88713,189.63263,269.25817,1.00000,247.57345,87.38071,1.00000,335.95141,250.66323,248.65344,1.00000,1.00000,1.00000,208.07641,377.03983,106.42449,211.91789,106.01812,225.93747,136.62059,86.89228,125.20644,248.10641,1.00000,1.00000,104.14164,260.45975,145.25635,1.00000,151.97478,1.00000,308.35776,1.00000,270.02443,113.47390,64.98840,165.33812,212.79483,153.26822,113.32983,105.22137,234.62091,1.00000,1.00000,104.38689,223.46202
85.46561,1.00000,1.00000,471.42676,276.66568,303.64854,219.43806,1.00000,166.16812,219.53248,1.00000,129.83173,1.00000,342.86617,97.59391,269.49960,246.45428,1.00000,143.77594,194.42839,1.00000,304.02415,332.28207,294.65570,1.00000,1.00000,1.00000,122.37258,256.06454,114.34371,299.48960,112.79892,154.30578,137.49806,95.54525,94.40823,70.17249,1.00000,1.00000,110.57258,202.11118,115.17439,1.00000,128.06467,1.00000,321.18270,1.00000,166.44330,155.34727,98.10489,240.15076,165.38884,139.69518,193.32488,101.70270,201.33230,1.00000,1.00000,85.72262,204.60762
104.61438,1.00000,1.00000,271.44843,191.08260,188.59198,169.51042,1.00000,241.21578,375.45144,1.00000,151.21972,1.00000,319.97278,91.16807,196.86160,246.39472,1.00000,232.52637,142.88936,1.00000,279.79626,222.50924,227.55269,1.00000,1.00000,1.00000,152.18168,190.69968,108.92843,219.97247,158.46942,180.07492,181.90557,120.28936,146.48842,91.50610,1.00000,1.00000,130.91762,214.99149,152.64768,1.00000,101.87467,1.00000,329.56174,1.00000,322.46225,87.47282,140.64057,185.75458,185.79291,165.91815,295.02261,101.35043,196.98407,1.00000,1.00000,100.27385,324.80262
139.95945,1.00000,1.00000,227.90717,173.08564,251.93937,175.71303,1.00000,214.94570,334.96296,1.00000,77.83099,1.00000,165.27221,178.34629,201.03945,174.08098,1.00000,276.03616,112.08352,1.00000,291.09641,299.52262,274.77241,1.00000,1.00000,1.00000,164.66139,207.45030,145.22695,277.38444,88.29773,162.28086,144.35223,122.84524,112.90651,226.79830,1.00000,1.00000,102.88038,176.34126,186.19266,1.00000,140.48726,1.00000,201.35252,1.00000,268.34048,151.32350,125.83288,104.76690,116.65808,179.08383,192.99869,181.17534,160.99962,1.00000,1.00000,131.68759,205.05035
179.38492,1.00000,1.00000,229.31153,338.52209,252.24660,173.62032,1.00000,260.67298,309.66167,1.00000,138.60911,1.00000,323.85724,78.85194,113.32360,254.05692,1.00000,258.25169,54.46421,1.00000,253.17499,200.53046,259.42010,1.00000,1.00000,1.00000,217.77341,260.22640,94.87634,143.71354,71.23236,132.27591,60.73676,156.75485,116.03927,114.48444,1.00000,1.00000,23.28424,125.21598,120.77234,1.00000,189.65621,1.00000,379.14719,1.00000,184.80426,137.27877,126.13142,186.05062,167.65891,183.95306,151.15662,126.25267,130.02341,1.00000,1.00000,126.87265,330.26814
232.63146,1.00000,1.00000,402.67228,188.81616,310.57932,126.09343,1.00000,172.08925,354.65922,1.00000,106.39087,1.00000,147.24651,87.16679,148.08085,171.82460,1.00000,257.02812,124.51809,1.00000,187.01527,207.11946,186.20289,1.00000,1.00000,1.00000,259.95606,123.41955,124.88667,170.30920,127.31322,194.65349,127.77536,99.04443,101.50986,90.16031,1.00000,1.00000,68.60415,218.96683,134.28615,1.00000,168.01372,1.00000,173.56075,1.00000,164.35180,162.11972,217.60978,150.34690,231.12200,176.98342,238.36681,89.37924,309.81156,1.00000,1.00000,102.92743,171.13822
172.81056,1.00000,1.00000,98.24968,317.36882,192.53384,140.22105,1.00000,196.81105,302.96409,1.00000,118.82584,1.00000,150.19094,126.79666,210.09865,215.30985,1.00000,286.90001,131.33896,1.00000,235.74451,315.20911,296.70571,1.00000,1.00000,1.00000,162.96011,395.72182,98.98534,139.61057,80.05434,147.28215,149.53705,141.81245,118.44953,180.74465,1.00000,1.00000,102.26548,192.60048,114.40379,1.00000,194.25486,1.00000,436.38911,1.00000,239.76126,170.51505,87.33836,199.95150,164.60002,192.41371,286.29578,128.36759,140.97292,1.00000,1.00000,113.37975,369.03856
