118.43051,1.00000,1.00000,297.23313,185.71930,260.97022,156.11619,1.00000,244.63646,348.46638,1.00000,90.36635,1.00000,216.44487,147.87279,158.18794,187.63452,1.00000,264.92516,157.21330,1.00000,213.30970,246.82581,201.52754,1.00000,1.00000,1.00000,194.42442,242.56842,100.70601,276.80641,180.16665,187.19599,180.21716,80.85323,194.85959,184.72647,1.00000,1.00000,142.61705,201.25784,147.05743,1.00000,133.00719,1.00000,356.83165,1.00000,342.32677,119.29004,100.38125,145.52052,194.15513,179.05385,215.59827,119.60727,170.16925,1.00000,1.00000,105.69198,345.52771,158.78696,122.71933,283.49619,339.11355,1.00000,401.81053,123.62180,89.16088,192.84056,248.21384,114.90193,1.00000,1.00000,128.23623,216.13932,120.82938,338.23105,170.94099,250.44995,94.43803,140.90683,278.95020,1.00000,264.18099,1.00000,1.00000,1.00000,1.00000,344.41941,1.00000,320.30286,230.26526,87.07232,99.80492,231.90530,1.00000,1.00000,104.86697,230.35510,1.00000
147.17547,1.00000,1.00000,377.17027,243.25776,342.98301,163.76929,1.00000,232.63364,273.20691,1.00000,116.15131,1.00000,198.99288,102.83163,152.73986,302.68803,1.00000,192.98607,112.23547,1.00000,188.91732,180.85422,286.33867,1.00000,1.00000,1.00000,207.67314,401.68531,94.11866,194.56216,137.58620,194.41559,170.98034,75.14004,140.79156,174.14337,1.00000,1.00000,117.63612,164.66409,137.57520,1.00000,120.81877,1.00000,324.94575,1.00000,224.35002,94.84571,122.02024,126.63556,170.51687,179.17976,244.30988,77.81679,263.47090,1.00000,1.00000,119.62466,326.11054,145.27076,86.35168,318.87373,268.86854,1.00000,261.10604,156.14857,161.01482,220.61439,188.66631,118.30514,1.00000,1.00000,101.42625,201.10923,66.65632,337.35242,240.06400,232.73572,139.03063,80.20334,269.62003,1.00000,285.17322,1.00000,1.00000,1.00000,1.00000,246.76641,1.00000,252.81186,131.56165,117.34468,126.38555,137.50299,1.00000,1.00000,119.24879,230.55342,1.00000
133.85149,1.00000,1.00000,200.70068,249.19914,210.36661,140.06910,1.00000,196.47143,301.34319,1.00000,81.94343,1.00000,166.17685,94.59609,170.54447,274.77895,1.00000,267.66487,93.41871,1.00000,214.92588,96.38668,312.90767,1.00000,1.00000,1.00000,251.98763,260.31721,154.63388,239.45984,120.56481,152.72624,158.96445,112.19305,115.64058,142.83892,1.00000,1.00000,123.86484,108.01994,136.37639,1.00000,184.94234,1.00000,298.63600,1.00000,247.64399,123.37900,181.30971,133.76105,144.35741,161.04247,198.72301,111.83209,288.20895,1.00000,1.00000,93.26732,239.78714,154.65928,95.71114,338.18649,313.61330,1.00000,309.56049,158.49111,146.50811,266.68607,340.12837,107.75172,1.00000,1.00000,129.38415,242.69077,102.23707,288.56303,138.55334,203.01029,157.50172,127.75519,278.95915,1.00000,291.47100,1.00000,1.00000,1.00000,1.00000,207.72084,1.00000,260.51147,187.09993,171.05970,112.43123,154.74288,1.00000,1.00000,126.26167,208.58396,1.00000
115.16758,1.00000,1.00000,288.10100,281.68137,271.72513,157.53729,1.00000,192.28844,315.65406,1.00000,110.26502,1.00000,280.31290,131.11656,149.30438,292.36469,1.00000,168.02335,148.04922,1.00000,287.16539,238.75906,292.90045,1.00000,1.00000,1.00000,150.49993,242.04246,92.85808,260.16769,145.91920,199.43899,131.62313,62.95457,69.71619,134.15584,1.00000,1.00000,139.37474,129.83842,189.52789,1.00000,125.14954,1.00000,369.53408,1.00000,202.12966,143.67424,117.31771,165.91610,159.60841,218.62076,273.65445,110.79771,228.17262,1.00000,1.00000,112.08179,295.93069,71.36978,116.97853,213.10863,256.24662,1.00000,334.20343,144.62439,121.04243,272.88471,212.23759,143.00132,1.00000,1.00000,99.28919,168.21376,121.42031,188.16102,207.54348,199.47789,91.28038,127.90081,297.09032,1.00000,339.60917,1.00000,1.00000,1.00000,1.00000,190.51085,1.00000,268.90548,189.37847,165.33008,111.25632,185.24146,1.00000,1.00000,103.58683,176.43847,1.00000
139.97854,1.00000,1.00000,245.13101,209.35567,238.11342,127.66790,1.00000,115.76039,302.33481,1.00000,93.41284,1.00000,254.47481,125.48618,237.05506,230.59459,1.00000,214.22325,104.44756,1.00000,349.95502,190.77835,261.53520,1.00000,1.00000,1.00000,171.92450,307.46747,132.76910,253.19467,144.99493,150.94665,114.62938,137.15903,99.40300,194.80071,1.00000,1.00000,88.70621,161.11440,129.59180,1.00000,144.92101,1.00000,333.20963,1.00000,299.81025,149.45675,103.34343,173.82620,183.37548,143.53419,223.98967,105.49047,231.91301,1.00000,1.00000,134.36168,348.16264,113.50716,122.19296,329.73319,269.62642,1.00000,320.61801,169.47626,122.86670,222.35726,140.81771,103.59267,1.00000,1.00000,148.61021,227.43484,94.52023,341.21075,173.00009,272.14570,175.29627,183.08702,224.56307,1.00000,222.28236,1.00000,1.00000,1.00000,1.00000,302.19255,1.00000,226.73478,241.74717,101.54223,63.50393,175.56493,1.00000,1.00000,108.27211,190.10087,1.00000
149.44101,1.00000,1.00000,274.55480,245.27989,328.98868,184.22847,1.00000,183.31153,203.47658,1.00000,114.31421,1.00000,342.75426,129.48182,279.00620,242.02583,1.00000,281.52562,105.32625,1.00000,291.96227,238.12576,229.47595,1.00000,1.00000,1.00000,185.07602,291.00639,116.96732,242.73245,138.80585,163.22156,130.75579,91.89124,88.82390,225.86400,1.00000,1.00000,83.17332,159.55732,142.09726,1.00000,114.34504,1.00000,235.00808,1.00000,275.39985,124.54602,169.30639,194.29075,155.57057,230.18668,201.09084,147.83201,285.89870,1.00000,1.00000,75.96202,353.12606,100.52041,117.60594,247.22062,249.26423,1.00000,263.51527,151.09681,149.75053,146.81520,234.80392,138.66044,1.00000,1.00000,103.36004,181.34730,131.69547,264.31512,208.30971,300.84169,154.76896,137.67771,141.58471,1.00000,303.84647,1.00000,1.00000,1.00000,1.00000,365.63392,1.00000,383.87336,192.01550,170.38219,126.23553,235.52787,1.00000,1.00000,97.99236,200.74653,1.00000
171.65153,1.00000,1.00000,311.03218,278.13352,253.56697,182.54591,1.00000,164.81184,224.83919,1.00000,123.49541,1.00000,269.80147,136.16243,160.33174,170.80151,1.00000,293.23258,127.02381,1.00000,220.78335,164.74332,243.53586,1.00000,1.00000,1.00000,185.33434,336.19878,122.97662,201.12904,118.71269,179.40472,127.78692,95.48291,120.76914,120.41012,1.00000,1.00000,97.98554,178.35720,112.42523,1.00000,170.55238,1.00000,264.29782,1.00000,216.92354,94.12284,130.89297,208.83042,186.30812,198.24139,277.73242,120.79067,160.05404,1.00000,1.00000,153.12042,206.00475,164.64559,156.54413,276.07196,358.72918,1.00000,181.98932,147.78665,121.63752,284.19187,142.22769,168.25010,1.00000,1.00000,123.22539,301.77364,53.59403,232.30228,228.22096,247.62708,87.42553,82.30146,232.42936,1.00000,250.95616,1.00000,1.00000,1.00000,1.00000,253.47326,1.00000,289.95220,153.50037,127.49637,118.13839,211.74455,1.00000,1.00000,105.60055,194.34034,1.00000
111.70983,1.00000,1.00000,201.26263,256.87787,300.69673,163.91310,1.00000,228.25823,325.73548,1.00000,96.37913,1.00000,293.66973,116.59503,178.76547,189.79959,1.00000,246.04195,117.88322,1.00000,155.70572,239.46595,220.83913,1.00000,1.00000,1.00000,189.97810,402.93528,112.10407,289.24245,97.78611,150.40920,158.80628,85.67580,179.81212,179.30887,1.00000,1.00000,103.66499,209.02837,146.54644,1.00000,127.09169,1.00000,310.38446,1.00000,246.04213,149.69972,110.93753,153.81628,193.79793,235.43226,209.61554,77.75405,320.79618,1.00000,1.00000,64.99590,238.19567,158.62528,123.14909,431.01979,296.12446,1.00000,244.21565,117.39602,175.40029,280.51424,204.50382,132.46863,1.00000,1.00000,134.17602,196.10045,89.35639,308.92181,184.35124,221.90104,156.33420,147.81968,224.96320,1.00000,198.09791,1.00000,1.00000,1.00000,1.00000,307.26073,1.00000,312.60316,297.06679,135.89252,117.98684,209.86281,1.00000,1.00000,128.72647,220.16963,1.00000
148.31976,1.00000,1.00000,292.93059,176.89740,242.13575,121.03896,1.00000,226.66799,247.11671,1.00000,134.54647,1.00000,215.85970,145.50143,239.12111,232.83915,1.00000,201.79492,135.15992,1.00000,227.21942,138.64986,306.29202,1.00000,1.00000,1.00000,217.20815,405.92192,126.83738,247.43091,93.29685,163.47145,110.88825,126.96315,86.83627,216.75048,1.00000,1.00000,88.13765,153.70718,119.76956,1.00000,161.94261,1.00000,287.59372,1.00000,195.94116,145.06629,109.24300,218.45589,165.82451,207.04140,258.94286,137.08728,242.56496,1.00000,1.00000,75.08923,208.52419,163.79615,86.60144,334.02161,353.32135,1.00000,185.77582,166.00168,141.03231,301.47789,143.66229,118.37272,1.00000,1.00000,111.47084,242.56620,129.07854,249.96817,215.79679,223.43371,109.84330,148.88238,337.20768,1.00000,206.89425,1.00000,1.00000,1.00000,1.00000,367.30869,1.00000,317.57094,172.49815,118.64146,131.58273,228.05635,1.00000,1.00000,82.34837,119.53499,1.00000
190.26654,1.00000,1.00000,279.83611,215.00229,314.35661,106.92736,1.00000,188.44373,273.03271,1.00000,125.85204,1.00000,270.25647,104.88216,269.47091,193.44722,1.00000,181.78129,100.31945,1.00000,220.20830,288.86922,265.76865,1.00000,1.00000,1.00000,222.08718,230.95250,122.96853,244.44257,105.94886,183.96173,141.37639,55.15281,113.98891,145.78841,1.00000,1.00000,113.30856,213.10491,174.50330,1.00000,137.95722,1.00000,248.50155,1.00000,249.45001,138.74842,83.08309,134.48081,237.54090,232.04913,79.09273,136.48081,308.40236,1.00000,1.00000,89.80892,269.38167,115.48352,152.50978,293.44444,309.43200,1.00000,328.19068,155.42878,146.36490,141.08331,205.87229,112.52395,1.00000,1.00000,151.39210,253.93800,126.45409,320.02851,184.99347,261.48101,91.83132,104.69849,174.42765,1.00000,221.99395,1.00000,1.00000,1.00000,1.00000,352.75728,1.00000,288.07813,197.68017,113.71971,113.15782,174.71118,1.00000,1.00000,122.18367,149.64088,1.00000
