62.60957,1.00000,1.00000,415.29376,186.40479,196.70044,152.90818,1.00000,214.17987,317.57274,1.00000,65.83808,1.00000,222.19238,72.66786,137.79466,153.56637,1.00000,310.72338,162.41077,1.00000,124.01063,325.14486,230.52464,1.00000,1.00000,1.00000,159.83967,184.41573,121.46051,111.94135,160.17274,160.43250,179.82725,131.39157,98.24903,234.69744,1.00000,1.00000,94.69668
104.88190,1.00000,1.00000,287.47650,403.74541,440.16453,83.17015,1.00000,146.43156,220.79176,1.00000,131.93724,1.00000,178.31733,135.21227,158.71718,178.78179,1.00000,337.54686,72.31296,1.00000,321.56361,152.67472,248.16426,1.00000,1.00000,1.00000,90.96801,333.19808,94.37880,180.85499,117.97048,152.47940,205.04761,58.42451,18.31794,170.39329,1.00000,1.00000,64.01256
148.35360,1.00000,1.00000,315.66264,328.56903,259.10971,104.89172,1.00000,223.59735,402.67954,1.00000,88.28340,1.00000,310.26239,131.75693,162.42790,163.60234,1.00000,307.77171,118.24505,1.00000,260.51966,203.13207,191.95061,1.00000,1.00000,1.00000,185.27706,189.05501,102.34788,298.53208,113.75251,188.90393,134.26216,100.83029,115.23008,149.63274,1.00000,1.00000,112.56926
163.04855,1.00000,1.00000,319.35798,150.56451,317.00315,109.82208,1.00000,253.65950,347.80992,1.00000,141.52374,1.00000,264.34735,134.38333,186.23441,203.47206,1.00000,288.88573,77.71544,1.00000,288.13653,321.48688,318.66486,1.00000,1.00000,1.00000,60.54990,259.02530,183.64977,261.46169,87.33749,99.58686,61.85630,92.56479,151.37401,314.38804,1.00000,1.00000,48.27263
147.29045,1.00000,1.00000,220.57702,304.69554,266.24812,47.18446,1.00000,168.92815,318.18144,1.00000,91.78968,1.00000,235.27544,94.44672,238.85172,234.29043,1.00000,245.49520,126.47683,1.00000,251.00879,293.62748,265.64472,1.00000,1.00000,1.00000,171.66265,540.09799,105.21828,163.07585,135.27778,147.75443,217.42006,157.03318,187.39738,155.64792,1.00000,1.00000,124.16685
162.27384,1.00000,1.00000,233.32104,419.41704,215.10495,59.52964,1.00000,321.65950,367.09117,1.00000,75.22399,1.00000,159.15984,156.76639,290.75201,210.85431,1.00000,241.69266,156.53931,1.00000,200.99994,316.01537,267.57251,1.00000,1.00000,1.00000,94.52489,271.26407,101.23053,222.25784,90.74572,195.57619,135.57849,77.91183,118.20063,255.18486,1.00000,1.00000,103.71003
112.00715,1.00000,1.00000,315.81156,199.02458,163.39526,188.94236,1.00000,215.90947,117.49235,1.00000,76.76869,1.00000,282.61647,182.17858,121.10516,188.83310,1.00000,183.66639,136.45280,1.00000,177.67061,209.71685,221.27960,1.00000,1.00000,1.00000,153.09803,307.90691,115.23904,245.48548,25.22493,168.35132,112.77927,38.79435,125.31264,300.65830,1.00000,1.00000,70.35987
189.12589,1.00000,1.00000,153.27266,275.91857,237.57715,129.15521,1.00000,154.74687,458.35866,1.00000,44.05102,1.00000,365.23228,161.74909,223.63907,155.72382,1.00000,303.88816,154.77727,1.00000,364.30403,237.11974,311.35263,1.00000,1.00000,1.00000,180.33831,313.18370,92.03334,313.14411,48.53782,178.40911,76.21367,96.75167,198.92456,197.91117,1.00000,1.00000,70.61345
148.85082,1.00000,1.00000,366.92824,291.98384,229.32768,54.32811,1.00000,128.41168,363.94418,1.00000,91.73729,1.00000,329.74702,86.71416,152.77557,97.66984,1.00000,306.49413,140.63594,1.00000,202.80880,222.78370,232.65055,1.00000,1.00000,1.00000,209.72322,401.62545,150.01528,235.80558,131.11181,119.97811,115.16534,132.28280,49.68735,156.49755,1.00000,1.00000,85.52961
143.69158,1.00000,1.00000,277.49315,299.74899,337.59389,45.18588,1.00000,157.01972,294.84971,1.00000,124.92345,1.00000,163.42358,144.68269,226.09272,221.18138,1.00000,237.12040,162.30475,1.00000,290.85109,261.29399,197.56795,1.00000,1.00000,1.00000,203.16966,248.19780,137.01129,253.14933,152.83087,142.80166,184.54438,148.36877,123.79294,175.40557,1.00000,1.00000,113.34193
