101.59500,1.00000,1.00000,288.42889,257.41740,276.34151,128.67391,1.00000,253.87538,291.44475,1.00000,99.92299,1.00000,294.83781,124.27049,207.93641,192.83216,1.00000,179.37250,82.38350,1.00000,265.23035,219.70382,304.54265,1.00000,1.00000,1.00000,133.56599,326.75252,89.67618,247.97019,74.47672,196.75811,143.44266,71.15437,128.63029,180.53687,1.00000,1.00000,118.15604,135.08167,158.97770,1.00000,158.34107,1.00000,259.44119,1.00000,290.11272,139.71615,126.68640,197.85733,196.09123,208.42733,201.13929,106.63664,232.77812,1.00000,1.00000,88.88482,241.27577,151.54810,57.27419,274.19986,206.08778,1.00000,325.41827,135.36584,135.23810,248.79547,222.66928,129.39121,1.00000,1.00000,113.55712,184.66488,108.62845,225.70640,236.03124,214.74899,100.60485
141.47313,1.00000,1.00000,240.90554,271.09360,212.30184,177.06272,1.00000,223.77768,321.72300,1.00000,93.62232,1.00000,293.95717,103.92081,190.64052,228.03779,1.00000,246.65419,111.17145,1.00000,233.85051,171.31093,258.12125,1.00000,1.00000,1.00000,286.34316,357.31896,99.04429,258.93592,119.76269,195.04370,160.01216,137.98869,123.74063,177.43933,1.00000,1.00000,98.34434,176.87403,120.96003,1.00000,127.37818,1.00000,350.99747,1.00000,174.45763,134.33089,97.21928,221.28000,121.69901,170.44922,232.94904,103.77731,263.33596,1.00000,1.00000,115.97529,255.45403,99.73093,113.84271,347.96421,220.12637,1.00000,231.40978,111.41269,152.11207,257.58148,185.99420,83.68281,1.00000,1.00000,127.37999,172.18153,108.61997,282.79624,257.96405,194.82592,140.94187
167.53715,1.00000,1.00000,245.12393,249.86636,218.16573,142.46479,1.00000,214.57945,267.85038,1.00000,137.91819,1.00000,326.18830,115.26667,193.57830,214.02475,1.00000,271.57758,95.27234,1.00000,204.32813,139.08327,174.97808,1.00000,1.00000,1.00000,203.74918,253.12253,99.04458,180.04287,88.81671,142.68815,118.75965,143.78173,128.20801,219.73189,1.00000,1.00000,110.31871,185.89253,170.11151,1.00000,123.89161,1.00000,263.79391,1.00000,231.16818,134.01345,140.14623,181.06647,183.97393,145.78830,220.93482,123.36056,256.69141,1.00000,1.00000,89.15787,216.33471,125.87446,96.52150,259.90932,212.51707,1.00000,210.25147,127.70085,160.26664,246.89156,209.64446,105.50110,1.00000,1.00000,89.79647,174.45822,98.08133,264.15924,258.04444,280.62946,131.94338
166.78916,1.00000,1.00000,278.01619,244.24609,231.85267,131.71217,1.00000,216.02506,289.22182,1.00000,146.47840,1.00000,376.57272,150.53753,178.14432,233.92581,1.00000,284.50774,95.98404,1.00000,267.30522,195.85873,233.86210,1.00000,1.00000,1.00000,171.42106,286.69992,102.69710,233.27614,112.95353,182.52338,93.40734,92.25795,108.86264,179.82258,1.00000,1.00000,90.39092,195.95944,159.13988,1.00000,143.76357,1.00000,348.76132,1.00000,291.84329,131.86356,105.73213,223.08748,128.13600,102.34198,243.78340,130.46511,277.61251,1.00000,1.00000,95.91489,318.66662,144.10369,132.04801,233.84099,309.12770,1.00000,231.18806,141.66045,150.12427,302.24654,203.44741,112.25864,1.00000,1.00000,101.55201,185.66993,106.83095,277.17158,148.48804,265.52826,129.68431
125.47247,1.00000,1.00000,294.51064,253.58078,271.18370,161.56116,1.00000,198.56179,327.08903,1.00000,128.81885,1.00000,307.55640,134.69943,209.28992,166.53737,1.00000,269.43870,101.37139,1.00000,235.33521,221.56955,216.36142,1.00000,1.00000,1.00000,167.70190,291.04202,91.68311,215.71043,114.19913,158.74372,137.87987,116.53130,125.85989,187.48874,1.00000,1.00000,120.00772,220.09017,137.85094,1.00000,130.51677,1.00000,240.90906,1.00000,334.50093,142.22158,147.18706,206.26953,213.36553,155.81403,276.88251,121.40591,256.49586,1.00000,1.00000,86.06665,257.94283,145.51996,78.68853,323.86582,283.16898,1.00000,260.71728,130.29741,162.12724,276.25397,232.73523,117.41364,1.00000,1.00000,143.36425,173.80202,77.84810,281.59848,256.75090,252.78732,147.92928
189.13217,1.00000,1.00000,275.37820,325.16815,196.72476,141.84261,1.00000,160.45877,304.64409,1.00000,125.41032,1.00000,233.97732,146.03605,140.07107,178.34139,1.00000,341.58250,84.23334,1.00000,224.63878,202.82260,245.49742,1.00000,1.00000,1.00000,158.49087,292.98432,114.60942,213.31338,141.71692,115.79133,142.43570,95.14822,122.25636,174.36948,1.00000,1.00000,97.23996,169.09229,129.84748,1.00000,131.17511,1.00000,310.52189,1.00000,176.39056,124.22151,140.81626,163.42796,189.12428,201.09682,271.67807,93.11439,181.37768,1.00000,1.00000,124.53856,258.36151,129.70932,134.70927,287.29919,295.33955,1.00000,256.58396,105.47166,123.43638,225.76873,177.89293,120.89404,1.00000,1.00000,127.74218,241.66235,108.91192,276.96862,205.77599,239.28222,176.50851
106.10321,1.00000,1.00000,279.10073,237.65726,234.40357,134.39708,1.00000,227.58349,277.65868,1.00000,84.80776,1.00000,227.41811,142.66974,191.19240,215.01082,1.00000,256.32709,112.45068,1.00000,252.67698,237.08989,243.79840,1.00000,1.00000,1.00000,174.56156,268.12482,145.37894,247.29019,88.32212,164.73044,187.64449,90.95187,139.66639,209.22260,1.00000,1.00000,102.19727,215.93609,130.09291,1.00000,108.49816,1.00000,256.59826,1.00000,214.33599,120.34230,149.65890,165.79000,130.12854,144.91457,140.94778,112.76257,238.85934,1.00000,1.00000,100.23296,200.00880,150.63447,116.42802,297.50526,327.72004,1.00000,261.65894,117.26755,119.26278,259.50761,174.27434,148.31624,1.00000,1.00000,125.02316,190.90450,110.31703,200.20685,226.22791,247.74849,100.32207
145.85405,1.00000,1.00000,250.73414,245.40223,210.96765,137.21804,1.00000,210.18054,275.33599,1.00000,113.24021,1.00000,314.02583,68.20546,249.39132,247.93312,1.00000,218.71626,94.99108,1.00000,252.04394,258.13380,301.10108,1.00000,1.00000,1.00000,256.77090,286.05159,84.29838,206.16675,105.43243,170.55074,118.93691,122.81785,114.61673,188.26043,1.00000,1.00000,109.70303,178.92417,153.43605,1.00000,98.95598,1.00000,291.72353,1.00000,252.83069,120.45884,139.78300,168.91623,136.00841,127.09608,221.24857,109.19059,214.93670,1.00000,1.00000,106.38528,319.24274,126.01377,104.57327,324.50722,287.17690,1.00000,278.86970,148.16801,183.36757,199.47914,193.34349,127.67041,1.00000,1.00000,116.62896,240.60013,105.61367,273.12185,209.73038,249.05042,141.57248
153.07281,1.00000,1.00000,254.72406,191.18398,219.22323,154.27912,1.00000,193.89850,364.80880,1.00000,110.06728,1.00000,257.99924,148.31812,239.04960,208.08596,1.00000,266.97909,116.18510,1.00000,289.95241,265.71935,255.80723,1.00000,1.00000,1.00000,173.45482,292.68420,96.50273,243.78126,124.37983,198.56447,144.24331,121.39742,111.60934,190.68185,1.00000,1.00000,114.98066,153.67623,147.81514,1.00000,162.33769,1.00000,319.98489,1.00000,283.45500,112.91875,141.37719,163.50355,190.28130,137.18843,196.46337,116.54532,225.56491,1.00000,1.00000,118.78621,368.84666,119.36863,123.47650,229.12624,250.83560,1.00000,291.74376,144.03177,169.37626,314.57724,203.92115,114.90005,1.00000,1.00000,108.23543,208.82554,100.02580,284.74274,226.68098,208.73768,148.04576
122.94540,1.00000,1.00000,198.51448,292.24594,328.94673,149.92653,1.00000,150.69664,263.20078,1.00000,128.75062,1.00000,330.84914,125.96495,256.56227,241.04083,1.00000,261.73171,92.45706,1.00000,300.08657,234.51542,275.20678,1.00000,1.00000,1.00000,178.50751,267.53232,117.43321,258.24084,103.29698,164.83210,173.88776,125.62693,121.96200,164.66641,1.00000,1.00000,88.59561,152.66858,176.79300,1.00000,160.52866,1.00000,307.81758,1.00000,219.60041,111.38547,121.95251,160.24150,188.61818,197.21179,154.10176,120.64718,297.26505,1.00000,1.00000,100.12707,219.48191,116.76384,114.39042,271.10995,289.56472,1.00000,233.52179,144.03470,135.65268,268.61940,164.24648,103.31472,1.00000,1.00000,128.89069,269.97263,115.43210,243.67170,235.13218,211.23769,120.52066
