118.43051,1.00000,1.00000,297.23313,185.71930,260.97022,156.11619,1.00000,244.63646,348.46638,1.00000,90.36635,1.00000,216.44487,147.87279,158.18794,187.63452,1.00000,264.92516,157.21330,1.00000,213.30970,246.82581,201.52754,1.00000,1.00000,1.00000,194.42442,242.56842,100.70601,276.80641,180.16665,187.19599,180.21716,80.85323,194.85959,184.72647,1.00000,1.00000,142.61705
147.17547,1.00000,1.00000,377.17027,243.25776,342.98301,163.76929,1.00000,232.63364,273.20691,1.00000,116.15131,1.00000,198.99288,102.83163,152.73986,302.68803,1.00000,192.98607,112.23547,1.00000,188.91732,180.85422,286.33867,1.00000,1.00000,1.00000,207.67314,401.68531,94.11866,194.56216,137.58620,194.41559,170.98034,75.14004,140.79156,174.14337,1.00000,1.00000,117.63612
133.85149,1.00000,1.00000,200.70068,249.19914,210.36661,140.06910,1.00000,196.47143,301.34319,1.00000,81.94343,1.00000,166.17685,94.59609,170.54447,274.77895,1.00000,267.66487,93.41871,1.00000,214.92588,96.38668,312.90767,1.00000,1.00000,1.00000,251.98763,260.31721,154.63388,239.45984,120.56481,152.72624,158.96445,112.19305,115.64058,142.83892,1.00000,1.00000,123.86484
115.16758,1.00000,1.00000,288.10100,281.68137,271.72513,157.53729,1.00000,192.28844,315.65406,1.00000,110.26502,1.00000,280.31290,131.11656,149.30438,292.36469,1.00000,168.02335,148.04922,1.00000,287.16539,238.75906,292.90045,1.00000,1.00000,1.00000,150.49993,242.04246,92.85808,260.16769,145.91920,199.43899,131.62313,62.95457,69.71619,134.15584,1.00000,1.00000,139.37474
139.97854,1.00000,1.00000,245.13101,209.35567,238.11342,127.66790,1.00000,115.76039,302.33481,1.00000,93.41284,1.00000,254.47481,125.48618,237.05506,230.59459,1.00000,214.22325,104.44756,1.00000,349.95502,190.77835,261.53520,1.00000,1.00000,1.00000,171.92450,307.46747,132.76910,253.19467,144.99493,150.94665,114.62938,137.15903,99.40300,194.80071,1.00000,1.00000,88.70621
149.44101,1.00000,1.00000,274.55480,245.27989,328.98868,184.22847,1.00000,183.31153,203.47658,1.00000,114.31421,1.00000,342.75426,129.48182,279.00620,242.02583,1.00000,281.52562,105.32625,1.00000,291.96227,238.12576,229.47595,1.00000,1.00000,1.00000,185.07602,291.00639,116.96732,242.73245,138.80585,163.22156,130.75579,91.89124,88.82390,225.86400,1.00000,1.00000,83.17332
171.65153,1.00000,1.00000,311.03218,278.13352,253.56697,182.54591,1.00000,164.81184,224.83919,1.00000,123.49541,1.00000,269.80147,136.16243,160.33174,170.80151,1.00000,293.23258,127.02381,1.00000,220.78335,164.74332,243.53586,1.00000,1.00000,1.00000,185.33434,336.19878,122.97662,201.12904,118.71269,179.40472,127.78692,95.48291,120.76914,120.41012,1.00000,1.00000,97.98554
111.70983,1.00000,1.00000,201.26263,256.87787,300.69673,163.91310,1.00000,228.25823,325.73548,1.00000,96.37913,1.00000,293.66973,116.59503,178.76547,189.79959,1.00000,246.04195,117.88322,1.00000,155.70572,239.46595,220.83913,1.00000,1.00000,1.00000,189.97810,402.93528,112.10407,289.24245,97.78611,150.40920,158.80628,85.67580,179.81212,179.30887,1.00000,1.00000,103.66499
148.31976,1.00000,1.00000,292.93059,176.89740,242.13575,121.03896,1.00000,226.66799,247.11671,1.00000,134.54647,1.00000,215.85970,145.50143,239.12111,232.83915,1.00000,201.79492,135.15992,1.00000,227.21942,138.64986,306.29202,1.00000,1.00000,1.00000,217.20815,405.92192,126.83738,247.43091,93.29685,163.47145,110.88825,126.96315,86.83627,216.75048,1.00000,1.00000,88.13765
190.26654,1.00000,1.00000,279.83611,215.00229,314.35661,106.92736,1.00000,188.44373,273.03271,1.00000,125.85204,1.00000,270.25647,104.88216,269.47091,193.44722,1.00000,181.78129,100.31945,1.00000,220.20830,288.86922,265.76865,1.00000,1.00000,1.00000,222.08718,230.95250,122.96853,244.44257,105.94886,183.96173,141.37639,55.15281,113.98891,145.78841,1.00000,1.00000,113.30856
