62.60957,1.00000,1.00000,415.29376,186.40479,196.70044,152.90818,1.00000,214.17987,317.57274,1.00000,65.83808,1.00000,222.19238,72.66786,137.79466,153.56637,1.00000,310.72338,162.41077
104.88190,1.00000,1.00000,287.47650,403.74541,440.16453,83.17015,1.00000,146.43156,220.79176,1.00000,131.93724,1.00000,178.31733,135.21227,158.71718,178.78179,1.00000,337.54686,72.31296
148.35360,1.00000,1.00000,315.66264,328.56903,259.10971,104.89172,1.00000,223.59735,402.67954,1.00000,88.28340,1.00000,310.26239,131.75693,162.42790,163.60234,1.00000,307.77171,118.24505
163.04855,1.00000,1.00000,319.35798,150.56451,317.00315,109.82208,1.00000,253.65950,347.80992,1.00000,141.52374,1.00000,264.34735,134.38333,186.23441,203.47206,1.00000,288.88573,77.71544
147.29045,1.00000,1.00000,220.57702,304.69554,266.24812,47.18446,1.00000,168.92815,318.18144,1.00000,91.78968,1.00000,235.27544,94.44672,238.85172,234.29043,1.00000,245.49520,126.47683
162.27384,1.00000,1.00000,233.32104,419.41704,215.10495,59.52964,1.00000,321.65950,367.09117,1.00000,75.22399,1.00000,159.15984,156.76639,290.75201,210.85431,1.00000,241.69266,156.53931
112.00715,1.00000,1.00000,315.81156,199.02458,163.39526,188.94236,1.00000,215.90947,117.49235,1.00000,76.76869,1.00000,282.61647,182.17858,121.10516,188.83310,1.00000,183.66639,136.45280
189.12589,1.00000,1.00000,153.27266,275.91857,237.57715,129.15521,1.00000,154.74687,458.35866,1.00000,44.05102,1.00000,365.23228,161.74909,223.63907,155.72382,1.00000,303.88816,154.77727
148.85082,1.00000,1.00000,366.92824,291.98384,229.32768,54.32811,1.00000,128.41168,363.94418,1.00000,91.73729,1.00000,329.74702,86.71416,152.77557,97.66984,1.00000,306.49413,140.63594
143.69158,1.00000,1.00000,277.49315,299.74899,337.59389,45.18588,1.00000,157.01972,294.84971,1.00000,124.92345,1.00000,163.42358,144.68269,226.09272,221.18138,1.00000,237.12040,162.30475
130.82650,1.00000,1.00000,294.16186,310.94575,273.68810,114.99257,1.00000,316.05526,194.65467,1.00000,47.96918,1.00000,377.48668,116.12226,179.90555,250.67307,1.00000,280.17703,105.32837
162.06085,1.00000,1.00000,321.11618,297.08437,296.23862,112.12537,1.00000,140.31585,373.82660,1.00000,98.98522,1.00000,265.75450,148.77518,159.24454,325.76011,1.00000,311.20824,143.63897
158.91820,1.00000,1.00000,140.64804,298.51927,270.51371,188.73066,1.00000,185.38581,441.41127,1.00000,109.09009,1.00000,279.19730,178.62301,283.37614,265.91383,1.00000,236.86713,10.55531
51.47248,1.00000,1.00000,162.44878,316.62589,229.50472,122.02697,1.00000,316.80023,371.84662,1.00000,151.35754,1.00000,224.75342,123.85039,133.71134,253.48867,1.00000,359.32825,72.80493
181.02205,1.00000,1.00000,171.86435,74.49174,310.45113,237.15012,1.00000,74.40406,204.43434,1.00000,170.70525,1.00000,295.22890,128.54016,143.60548,114.15299,1.00000,206.80195,126.41913
203.53583,1.00000,1.00000,203.62241,358.95132,164.71002,147.67988,1.00000,147.14090,118.14409,1.00000,70.19011,1.00000,191.13878,140.91560,272.42888,137.16649,1.00000,224.62446,156.33445
136.73716,1.00000,1.00000,296.86434,393.25506,127.42376,143.12889,1.00000,219.61436,310.91989,1.00000,89.59290,1.00000,318.59388,109.46018,239.71445,242.71039,1.00000,176.77702,100.28571
112.11159,1.00000,1.00000,274.22553,340.26020,183.51113,97.26634,1.00000,314.97227,294.50513,1.00000,128.41649,1.00000,212.12679,153.26088,235.67072,102.80950,1.00000,350.73413,88.86543
129.82540,1.00000,1.00000,163.47896,234.25292,370.87922,149.86217,1.00000,171.34563,339.15602,1.00000,78.81947,1.00000,300.05970,143.49212,197.57783,240.69960,1.00000,239.90237,122.95263
