118.43051,1.00000,1.00000,297.23313,185.71930,260.97022,156.11619,1.00000,244.63646,348.46638,1.00000,90.36635,1.00000,216.44487,147.87279,158.18794,187.63452,1.00000,264.92516,157.21330
147.17547,1.00000,1.00000,377.17027,243.25776,342.98301,163.76929,1.00000,232.63364,273.20691,1.00000,116.15131,1.00000,198.99288,102.83163,152.73986,302.68803,1.00000,192.98607,112.23547
133.85149,1.00000,1.00000,200.70068,249.19914,210.36661,140.06910,1.00000,196.47143,301.34319,1.00000,81.94343,1.00000,166.17685,94.59609,170.54447,274.77895,1.00000,267.66487,93.41871
115.16758,1.00000,1.00000,288.10100,281.68137,271.72513,157.53729,1.00000,192.28844,315.65406,1.00000,110.26502,1.00000,280.31290,131.11656,149.30438,292.36469,1.00000,168.02335,148.04922
139.97854,1.00000,1.00000,245.13101,209.35567,238.11342,127.66790,1.00000,115.76039,302.33481,1.00000,93.41284,1.00000,254.47481,125.48618,237.05506,230.59459,1.00000,214.22325,104.44756
149.44101,1.00000,1.00000,274.55480,245.27989,328.98868,184.22847,1.00000,183.31153,203.47658,1.00000,114.31421,1.00000,342.75426,129.48182,279.00620,242.02583,1.00000,281.52562,105.32625
171.65153,1.00000,1.00000,311.03218,278.13352,253.56697,182.54591,1.00000,164.81184,224.83919,1.00000,123.49541,1.00000,269.80147,136.16243,160.33174,170.80151,1.00000,293.23258,127.02381
111.70983,1.00000,1.00000,201.26263,256.87787,300.69673,163.91310,1.00000,228.25823,325.73548,1.00000,96.37913,1.00000,293.66973,116.59503,178.76547,189.79959,1.00000,246.04195,117.88322
148.31976,1.00000,1.00000,292.93059,176.89740,242.13575,121.03896,1.00000,226.66799,247.11671,1.00000,134.54647,1.00000,215.85970,145.50143,239.12111,232.83915,1.00000,201.79492,135.15992
190.26654,1.00000,1.00000,279.83611,215.00229,314.35661,106.92736,1.00000,188.44373,273.03271,1.00000,125.85204,1.00000,270.25647,104.88216,269.47091,193.44722,1.00000,181.78129,100.31945
164.67906,1.00000,1.00000,226.58386,255.20316,265.59862,171.99535,1.00000,173.52535,314.99219,1.00000,134.08394,1.00000,244.14920,97.61035,113.69005,276.36756,1.00000,184.02366,131.28530
128.68753,1.00000,1.00000,280.17332,245.94013,241.22700,132.17004,1.00000,199.31922,314.34431,1.00000,116.37905,1.00000,213.28552,149.15111,188.94742,163.01303,1.00000,245.55392,125.83676
129.95233,1.00000,1.00000,269.90702,313.03551,275.65253,161.80660,1.00000,191.56483,269.37613,1.00000,139.47966,1.00000,244.29780,133.49389,288.54896,237.44815,1.00000,237.01977,130.46718
178.83329,1.00000,1.00000,231.44552,236.06320,225.00170,159.56555,1.00000,218.58095,239.62818,1.00000,94.62613,1.00000,227.07254,121.02838,205.01697,275.51602,1.00000,280.25871,125.98532
139.51744,1.00000,1.00000,320.27945,237.87980,246.59643,103.61774,1.00000,186.02048,366.28129,1.00000,98.57301,1.00000,273.44563,126.81440,178.31230,258.34476,1.00000,275.37170,142.05131
159.28395,1.00000,1.00000,198.98749,310.13301,270.79968,138.33652,1.00000,210.28025,260.61400,1.00000,115.75486,1.00000,230.31237,111.91060,236.69156,206.73789,1.00000,223.59225,103.91473
110.23810,1.00000,1.00000,271.02357,189.28989,242.19622,135.51098,1.00000,215.16819,289.75290,1.00000,139.91694,1.00000,204.96913,133.31296,117.99712,214.36271,1.00000,285.09615,104.26795
121.22126,1.00000,1.00000,205.05106,360.71106,252.95874,161.91198,1.00000,247.47781,335.45352,1.00000,110.78650,1.00000,309.74347,149.12311,210.65218,269.34139,1.00000,311.48683,146.38243
146.13116,1.00000,1.00000,268.08412,226.14064,336.89550,158.19560,1.00000,214.58126,274.65431,1.00000,114.47737,1.00000,319.26754,140.09981,147.35085,222.84347,1.00000,229.37984,105.87063
144.32695,1.00000,1.00000,348.85274,271.58218,312.01676,87.29558,1.00000,164.25230,200.55769,1.00000,89.09771,1.00000,184.59507,113.30868,77.58159,224.63706,1.00000,306.92216,116.09012
174.92744,1.00000,1.00000,175.70489,177.54480,252.44011,194.81026,1.00000,186.99121,253.31528,1.00000,121.45479,1.00000,311.36010,116.63122,176.61964,193.90196,1.00000,203.49063,79.33391
177.98687,1.00000,1.00000,260.02112,335.21886,339.42381,130.50361,1.00000,193.81526,241.20997,1.00000,121.16775,1.00000,220.68434,123.70968,170.98209,184.14988,1.00000,194.92574,109.39480
154.93546,1.00000,1.00000,291.40974,293.11910,414.52097,139.00180,1.00000,194.65634,248.07293,1.00000,143.10556,1.00000,287.26619,131.72877,188.07783,191.03893,1.00000,204.80009,97.29443
192.50894,1.00000,1.00000,216.86274,252.79906,354.25098,128.29586,1.00000,192.49840,308.69888,1.00000,130.10182,1.00000,211.41771,101.10783,155.80903,142.83512,1.00000,333.24281,96.63333
165.14670,1.00000,1.00000,219.04836,259.59088,346.06638,147.11839,1.00000,179.49929,342.00758,1.00000,127.04741,1.00000,197.14227,141.15536,290.84095,160.01431,1.00000,304.64417,117.76884
178.54731,1.00000,1.00000,291.20065,289.83725,269.89119,138.94313,1.00000,207.00242,330.47469,1.00000,111.02893,1.00000,309.32998,170.76389,197.07277,230.01805,1.00000,238.67641,92.68512
149.70974,1.00000,1.00000,244.91242,241.08825,278.49753,134.46455,1.00000,277.12310,322.91774,1.00000,128.91317,1.00000,353.11182,139.53746,218.45304,163.05705,1.00000,236.91576,143.52830
148.33506,1.00000,1.00000,309.84544,185.52460,200.63633,184.45733,1.00000,146.35042,275.59206,1.00000,81.66732,1.00000,300.60339,106.44988,216.19556,174.02907,1.00000,201.05026,88.05699
139.23115,1.00000,1.00000,293.36287,272.65703,336.17067,121.86187,1.00000,209.74777,355.48676,1.00000,146.15314,1.00000,299.69511,96.89253,171.02884,211.53278,1.00000,204.32488,114.29043
111.64331,1.00000,1.00000,277.11543,166.58441,296.07136,161.76769,1.00000,182.94559,301.00646,1.00000,107.81839,1.00000,247.77458,108.22103,127.33629,193.52400,1.00000,306.74751,140.89703
129.53480,1.00000,1.00000,280.59836,213.15107,280.76855,100.10759,1.00000,259.34696,278.42852,1.00000,104.98572,1.00000,295.96403,128.69762,258.11847,188.12435,1.00000,335.87622,124.24965
